net_name,type,fanout
x_ct_core_x_ct_vfpu_top_x_ct_vfmau_top_pipe6_x_ct_vfmau_mult1_slice0_mult1_ex3_rst_abnorm[53],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfmau_top_pipe6_x_ct_vfmau_mult1_slice0_mult1_ex3_rst_abnorm[54],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfmau_top_pipe6_x_ct_vfmau_mult1_slice0_mult1_ex3_rst_abnorm[55],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfmau_top_pipe6_x_ct_vfmau_mult1_slice0_mult1_ex3_rst_abnorm[56],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfmau_top_pipe6_x_ct_vfmau_mult1_slice0_mult1_ex3_rst_abnorm[57],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfmau_top_pipe6_x_ct_vfmau_mult1_slice0_mult1_ex3_rst_abnorm[58],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfmau_top_pipe6_x_ct_vfmau_mult1_slice0_mult1_ex3_rst_abnorm[59],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfmau_top_pipe6_x_ct_vfmau_mult1_slice0_mult1_ex3_rst_abnorm[60],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfmau_top_pipe6_x_ct_vfmau_mult1_slice0_mult1_ex3_rst_abnorm[61],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfmau_top_pipe6_x_ct_vfmau_mult1_slice0_mult1_ex3_rst_abnorm[62],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfmau_top_pipe6_x_ct_vfmau_mult1_slice0_mult1_ex3_rst_abnorm[63],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_x_ct_vfdsu_srt_vfdsu_ex2_expnt_rst[12:0],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_x_ct_vfdsu_srt_vfdsu_ex2_expnt_rst[3],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_x_ct_vfdsu_srt_vfdsu_ex2_expnt_rst[4],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_x_ct_vfdsu_srt_vfdsu_ex2_expnt_rst[7],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_x_ct_vfdsu_srt_vfdsu_ex2_expnt_rst[9],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_x_ct_vfdsu_srt_vfdsu_ex2_expnt_rst[10],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_x_ct_vfdsu_srt_vfdsu_ex2_expnt_rst[11],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_x_ct_vfdsu_srt_vfdsu_ex2_expnt_rst[12],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_vfdsu_ex3_sing_expnt_rst[8:0],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_vfdsu_ex3_doub_expnt_rst[12:0],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_vfdsu_ex3_half_expnt_rst[12:0],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_vfdsu_ex4_expnt_rst[12:0],reset,0
x_ct_core_x_ct_vfpu_top_x_ct_vfdsu_top_x_ct_vfdsu_double_vfdsu_ex4_expnt_rst[1],reset,0
