ref_name,count,percentage
AOI21_X1,34,14.72
DFF_X1,34,14.72
MUX2_X1,32,13.85
NOR2_X1,27,11.69
NAND2_X1,19,8.23
XNOR2_X1,19,8.23
AOI22_X1,12,5.19
OAI21_X1,9,3.9
OR2_X1,8,3.46
XOR2_X1,8,3.46
AND2_X1,7,3.03
NOR4_X1,4,1.73
AOI221_X1,4,1.73
INV_X1,3,1.3
AOI211_X1,3,1.3
NAND3_X1,2,0.87
NOR3_X1,2,0.87
OAI211_X1,1,0.43
AND3_X1,1,0.43
AND4_X1,1,0.43
OR3_X1,1,0.43
