design,instances,cell_types,ports_in,ports_out,ports_inout,nets,stdcell_insts,macro_insts,macro_types,degree_mean,degree_min,degree_max,fanout_mean,fanout_p95,fanout_max_signal,special_clock,special_reset,special_const,rent_p,rent_k
ibex_core,13752,82,163,110,0,13497,13752,0,0,3.796538685282141,0,7,3.68,8,939,2,1,0,1.3,0.2
